congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.195,0.514,-62.90575,0.87998,492,21,,-0.195,0.514
116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.382,0.469,-20.44482,0.95938,493,8,,-0.382,0.469
116,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.013,-28.99547,0.94277,492,12,,-0.274,-0.04
116,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.189,-29.76001,0.94107,490,9,,-0.551,0.237
116,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.425,0.116,-90.1154,0.83044,485,39,,0.404,-0.058
116,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.366,-0.201,-69.62849,0.80715,325,32,,0.283,-0.062
116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.309,-0.014,-25.1446,0.95028,493,13,,-0.405,0.426
116,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.31,-0.132,-13.34142,0.9733,493,4,,-0.269,-0.309
116,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.35,0.215,-71.88139,0.86407,492,32,,0.327,0.239
116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.692,-0.211,-10.66478,0.97851,491,4,,-0.523,-0.69
116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.338,0.452,-28.76993,0.94331,493,16,,-0.338,0.452
116,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.16,-10.2476,0.97905,484,4,,-0.336,-0.359
116,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.28,-0.232,-13.77004,0.97246,493,2,,-0.334,-0.253
116,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.299,0.184,-86.48892,0.83909,493,33,,0.345,0.31
116,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.578,-0.294,-124.31251,0.77552,489,55,,0.574,-0.282
116,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.454,0.383,-58.05603,0.88848,491,20,,0.454,0.383
116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.641,-0.593,-116.32131,0.7535,411,60,,0.575,-0.288
116,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.53,-0.251,-16.62084,0.96658,489,7,,-0.556,-0.541
116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012
116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.54,-0.525,-12.6428,0.97416,483,3,,-0.401,-0.793
116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.618,-0.291,-111.82976,0.79023,475,54,,0.622,-0.355
116,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.443,-0.046,-111.81267,0.7956,489,48,,0.385,-0.02
116,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.419,-0.083,-92.77212,0.82847,493,46,,0.419,-0.083
116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.083,-50.55319,0.90004,480,21,,-0.224,0.123
116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.503,0.598,-83.87504,0.83688,471,42,,0.48,0.877
116,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.091,0.205,-41.40904,0.86778,292,18,,-0.077,0.295
116,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.431,0.526,-23.26337,0.92562,301,11,,0.487,0.001
116,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.21,-0.286,-17.45413,0.94039,284,5,,0.297,-0.378
116,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.472,0.085,-19.59133,0.93532,293,7,,0.491,0.01
116,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.103,0.058,-46.84896,0.84491,278,14,,-0.054,0.2
116,Senate,21501,61,0,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.346,0.018,-20.85351,0.93263,299,8,,0.351,0.378
116,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.4,0.246,-12.75106,0.95852,301,4,,0.323,0.19
116,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.588,0.101,-35.62486,0.88838,301,14,,0.439,-0.05
116,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.714,-0.084,-11.09216,0.92872,150,5,,-0.773,-0.149
116,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.269,-0.207,-40.40371,0.87439,301,13,,-0.27,-0.126
116,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.447,-0.015,-17.60065,0.94246,297,8,,0.313,0.057
116,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.213,-0.11,-39.77928,0.83459,220,16,,-0.269,0.062
116,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.281,-0.199,-87.13815,0.74864,301,38,,-0.157,-0.362
116,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.432,-0.093,-44.83261,0.86033,298,23,,-0.463,-0.018
116,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.176,-0.223,-54.35076,0.83379,299,19,,-0.207,-0.245
116,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.227,-0.223,-35.65437,0.88394,289,12,,-0.187,-0.264
116,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.58,-0.291,-24.64013,0.91745,286,11,,0.597,-0.229
116,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.44,0.268,-11.35377,0.96224,295,3,,0.441,0.256
116,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.01,-10.21698,0.95883,243,2,,0.338,0.164
116,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.577,-0.108,-15.18152,0.94741,281,9,,0.457,0.207
116,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.5,-0.09,-36.18738,0.88036,284,14,,-0.558,-0.058
116,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.434,-0.045,-41.19409,0.8713,299,22,,-0.466,0.027
116,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.511,0.291,-14.27153,0.95308,297,6,,0.507,0.862
116,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.631,0.574,-11.32249,0.96247,296,7,,0.543,0.84
116,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.356,-0.344,-60.10171,0.81568,295,31,,-0.3,-0.099
116,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.333,0.109,-44.86388,0.85482,286,20,,-0.396,0.267
116,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.482,-0.002,-39.87722,0.87276,293,19,,0.532,-0.482
116,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.759,0.651,-13.14692,0.95712,300,5,,0.76,0.65
116,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.345,-0.067,-39.4767,0.87708,301,14,,0.588,0.084
116,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.518,-0.003,-23.49429,0.92345,295,8,,0.533,-0.069
116,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.092,-9.49248,0.96595,274,0,,0.325,0.234
116,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.414,0.212,-52.41656,0.82472,272,18,,0.397,-0.407
116,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.002,-27.702,0.91207,301,8,,0.347,0.059
116,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.876,-0.482,-87.54315,0.73393,283,43,,0.879,-0.477
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.451,-0.09,-12.03683,0.95748,277,3,,0.391,0.435
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.558,0.29,-30.93947,0.90043,295,14,,0.69,-0.082
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.154,-0.236,-38.96282,0.87858,301,14,,-0.162,-0.253
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.112,-0.548,-25.69648,0.91817,301,4,,0.137,-0.46
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.323,-0.24,-54.94217,0.83265,300,23,,-0.269,-0.088
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.389,-0.183,-41.38574,0.87114,300,11,,-0.364,-0.286
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.507,-0.442,-39.32067,0.87197,287,15,,-0.588,-0.731
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.769,-0.278,-7.82882,0.95942,189,3,,-0.808,-0.448
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.246,-0.211,-64.6907,0.80661,301,34,,-0.328,-0.177
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.337,0.008,-60.92455,0.81341,295,28,,-0.386,-0.165
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.273,-0.288,-103.93057,0.62747,223,51,,-0.48,-0.497
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.392,-0.065,-37.51044,0.88283,301,19,,-0.421,-0.041
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.376,0.355,-14.44436,0.95299,300,5,,0.376,0.271
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.381,0.293,-8.14658,0.97294,297,2,,0.358,0.38
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.428,0.283,-14.71604,0.95197,299,4,,0.349,0.212
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.564,-0.295,-24.50099,0.92183,301,11,,0.564,-0.304
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.549,-0.116,-30.51084,0.90174,295,19,,0.586,-0.265
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.216,0.14,-43.45248,0.86558,301,16,,-0.247,0.111
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.468,0.32,-9.59014,0.96801,295,4,,0.481,0.386
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.8,-0.257,-18.47285,0.9393,295,7,,0.73,-0.256
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.268,0.263,-27.0507,0.91322,298,4,,-0.306,0.304
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.373,0.331,-30.92423,0.90143,298,16,,-0.342,0.3
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.241,-0.189,-47.55377,0.85386,301,25,,-0.204,-0.12
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.244,-0.076,-39.74222,0.87631,301,17,,-0.225,-0.051
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.365,-0.118,-53.5835,0.83693,301,22,,-0.391,-0.081
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.609,-0.205,-19.01623,0.87466,142,9,,-0.594,-0.363
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.312,-0.019,-52.95615,0.8331,290,22,,-0.362,-0.032
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.452,0.171,-39.77624,0.87465,297,16,,-0.428,0.027
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.354,-0.388,-43.71961,0.86481,301,19,,-0.406,-0.286
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.449,-0.334,-48.33132,0.78814,203,28,,-0.797,-0.605
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.452,-0.054,-9.64481,0.9659,278,2,,0.323,0.28
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.426,0.045,-15.02396,0.94847,284,8,,0.427,0.317
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.39,0.299,-8.19317,0.97279,297,3,,0.368,0.283
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.341,0.333,-9.34693,0.96912,298,3,,0.357,0.325
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.374,-0.244,-14.6294,0.95256,301,5,,0.304,0.109
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.433,-0.129,-56.30577,0.82783,298,24,,-0.384,-0.116
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.554,0.041,-25.3438,0.91741,294,17,,0.648,-0.251
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.585,0.157,-15.32916,0.95035,301,8,,0.747,0.149
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.324,-0.446,-58.01627,0.82147,295,29,,-0.361,-0.625
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.457,-0.774,-40.29262,0.87471,301,17,,-0.416,-0.742
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.645,-0.295,-22.50611,0.92508,289,7,,0.856,0.012
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.309,0.181,-55.84854,0.83065,301,25,,-0.326,0.142
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.376,-0.211,-44.04997,0.86386,301,27,,-0.347,-0.111
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.369,-0.154,-61.26798,0.80896,289,32,,-0.297,-0.046
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.645,0.007,-18.79992,0.93926,300,9,,0.559,0.27
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.406,-0.172,-14.91665,0.9502,292,4,,0.307,-0.018
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.41,0.135,-9.45364,0.96908,301,3,,0.368,0.336
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.39,0.056,-10.7715,0.96213,279,2,,0.375,0.229
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.616,0.132,-15.72407,0.9486,298,6,,0.651,0.38
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-14.27124,0.94009,231,2,,0.31,0.082
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.495,-0.003,-11.88528,0.96077,297,4,,0.447,0.286
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.82,-0.306,-19.15106,0.93545,287,8,,0.837,-0.279
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.914,-0.407,-60.32592,0.81562,296,32,,0.864,-0.503
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.351,0.507,-30.27901,0.904,300,15,,0.357,0.544
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.365,-0.131,-53.56363,0.83599,299,28,,-0.29,-0.01
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.526,-0.371,-29.70131,0.82036,150,12,,-0.94,0.214
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.2,-0.043,-34.45344,0.88834,291,11,,-0.229,-0.108
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.238,-0.094,-48.85392,0.84642,293,22,,-0.244,-0.075
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.295,-0.393,-47.01673,0.85449,299,24,,-0.327,-0.304
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.346,-0.277,-39.35526,0.87471,294,16,,-0.398,-0.088
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.261,0.056,-11.12219,0.96237,290,1,,0.304,0.204
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.055,0.448,-34.22976,0.89114,297,8,,-0.04,0.372
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.508,-0.207,-52.74263,0.83878,300,32,,-0.404,-0.122
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.6,-0.289,-19.62878,0.93563,295,8,,0.575,0.083
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.538,0.238,-14.84503,0.95188,301,10,,0.636,0.283
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.542,0.196,-17.76702,0.94231,299,6,,0.513,0.858
